# The quiz: a text, then "=>", then the space it should build, then (optional) "|" and
# questions with their answers: "question = answer; question = answer".
# Statements: "X in Y" (X is inside Y), "X is Y" (X joined the group Y), "X owns Y", "X: fact".
# Separate with ";".
# Answers: names ("green"; "bike, car" when more than one), "yes", "no", "nothing", or a number
# written in digits.
# Every line starts from an empty space. Only the permanent space counts: what the reader kept
# when a sentence settled. Questions are asked of that space. No word has a meaning in the code: the
# reader learns which behaviors each word promotes from these lines.
# Most lines are scenes: two to five statements, then many questions about them. The questions
# ask each fact in several wordings (where is X, what is in Y, is X in Y), ask about a thing the
# scene does not name (nothing, no), and combine facts where the concept allows. Things in one
# scene have distinct names, unless the concept is about two of the same kind. Simple scenes come
# first. Turn lines stay one statement and one question, since a turn draws one answer.
# Lines that start with "test:" are held out: the reader never learns from them; they show if
# what was learned works on new sentences. Test scenes use new names and things in the shapes
# the learned scenes teach.
# The shape of the numbers facts: the digits put their number on the stack, "=" applies nothing,
# and the word takes the number. Read before the facts are seeded, so the word's value comes only
# from the digits; the facts file 14-numbers.txt is written in this shape and seeded for the rest.
# These scenes only state, since the facts file they teach only states.
3 = three . 5 = five . => 3 = 3; three = 3; 5 = 5; five = 5
10 = ten . 13 = thirteen . => 10 = 10; ten = 10; 13 = 13; thirteen = 13
40 = forty . 100 = hundred . => 40 = 40; forty = 40; 100 = 100; hundred = 100
test: 70 = seventy . 14 = fourteen . => 70 = 70; seventy = 70; 14 = 14; fourteen = 14
seed: 14-numbers
test: the pen is on the desk. the pen is off the desk. sam had a kite. ben took the kite. when the fish is in the pond, the bird is in the tree. => ben owns kite; fish in pond; bird in tree | where is the pen? = nothing; who had the kite? = ben; where is the bird? = tree; what did ben have? = kite; where is the fish? = pond; what is on the desk? = nothing; what did sam have? = nothing; is the bird in the pond? = no
test: after the mouse went to the box, the cat went to the bed. while the coin is in the purse, the key is in the bag. before the girl went to the park, the boy was in the room. => mouse in box; cat in bed; coin in purse; key in bag; girl in park; boy in room | where is the cat? = bed; what is in the purse? = coin; where is the boy? = room; where is the mouse? = box; where is the key? = bag; where is the girl? = park; is the cat in the box? = no; what is on the bed? = cat
test: the ball may be in the box. the fish would be in the pond. the map is over the desk. the dog went up the hill. => ball in box; fish in pond; map in desk; dog in hill | where is the ball? = box; where is the fish? = pond; where is the map? = desk; where is the dog? = hill; what is in the box? = ball; what is in the pond? = fish; is the dog in the pond? = no; where is the cat? = nothing
test: the handle for the door is old. during the night, the bird is in the cage. the cup has water. the cup has no lid. => handle in door; handle is old; bird in cage; cup owns water | what is old? = handle; where is the bird? = cage; what does the cup have? = water; where is the handle? = door; what is in the cage? = bird; what has water? = cup; is the bird old? = no; is the cup old? = no
test: the bird is in the cage. the bird is out of the cage. the cat is in the cage. many keys are in the box. the game is in the bag. => cat in cage; keys in box; game in bag | what is in the cage? = cat; what is in the box? = keys; where is the game? = bag; where is the bird? = nothing; where is the cat? = cage; where are the keys? = box; is the bird in the cage? = no; what is in the bag? = game
test: some birds are in the cage. both cats are on the bed. the song is in the album. => birds in cage; cats in bed; song in album | where are the birds? = cage; where are the cats? = bed; what is in the album? = song; what is in the cage? = birds; what is on the bed? = cats; where is the song? = album; are the cats in the cage? = no; where are the dogs? = nothing
test: the city has a school. ann had a fish. it was gold. more birds are in the cage. => city owns school; ann owns fish; fish is gold; birds in cage | what does the city have? = school; what color is the fish? = gold; where are the birds? = cage; who had the fish? = ann; what has a school? = city; what is gold? = fish; is the fish in the cage? = no; what is in the cage? = birds
test: the bag is bigger than the cup. most keys are in the box. the year is in the film. => bag bigger cup; keys in box; year in film | is the bag bigger than the cup? = yes; what is in the box? = keys; is the cup bigger than the bag? = no; where are the keys? = box; are the keys in the bag? = no; where is the bag? = nothing; what is in the film? = year; where is the year? = film
test: the dog is in the park. however the cat is in the house. the pen was in the cup. later the pen went into the bag. the second bag is blue. => dog in park; cat in house; pen in bag; bag is second; bag is blue | where is the cat? = house; where is the pen? = bag; what is second? = bag; where is the dog? = park; what is blue? = bag; what is in the bag? = pen; is the pen in the cup? = no; what is in the cup? = nothing
test: the bird flew through the garden. the village is in the north. the shop is in the village. the world has a town. => bird in garden; village in north; shop in village; world owns town | where is the bird? = garden; what is in the village? = shop; what does the world have? = town; where is the village? = north; where is the shop? = village; what has a town? = world; what is in the garden? = bird; is the shop in the garden? = no
test: the bag is under the bed. although the bird is in the cage, the cat is in the room. the pen is in the cup because the key is in the box. => bag in bed; bird in cage; cat in room; pen in cup; key in box | where is the bag? = bed; where is the cat? = room; what is in the cup? = pen; where is the bird? = cage; where is the key? = box; is the bag under the bed? = yes; what is in the room? = cat; is the pen in the box? = no
test: several birds are in the cage. four keys are in the box. two cats and three dogs are in the house. => birds in cage; keys in box; keys is four; four = 4; cats in house; dogs in house; cats is two; dogs is three; two = 2; three = 3 | where are the birds? = cage; what is in the box? = keys; how many keys are in the box? = 4; how many cats are in the house? = 2; how many dogs are in the house? = 3; where are the dogs? = house; what is in the cage? = birds; are the keys in the house? = no
test: two is a number. five is a number. five dogs are in the park. => two is number; five is number; dogs in park; dogs is five; two = 2; five = 5 | where are the dogs? = park; how many dogs are in the park? = 5; is five a number? = yes; is two a number? = yes; what is in the park? = dogs; is two a color? = no; are the dogs in the tree? = no; where are the birds? = nothing
test: red is a color. gold is a color. the gold cup is on the table. => red is color; gold is color; cup is gold; cup in table | what is in the table? = cup; where is the cup? = table; what is gold? = cup; what color is the cup? = gold; is the cup red? = no; is gold a color? = yes; what is on the table? = cup; is red a color? = yes
test: blue is a color. green is a color. the green box is in the room. => blue is color; green is color; box is green; box in room | where is the box? = room; what is green? = box; what color is the box? = green; is the box blue? = no; is green a color? = yes; what is in the room? = box; is blue a color? = yes; where is the bag? = nothing
test: the garden is a place. the lake is a place. the boat is in the lake. => garden is place; lake is place; boat in lake | where is the boat? = lake; is the lake a place? = yes; is the garden a place? = yes; what is in the lake? = boat; is the boat a place? = no; what is in the garden? = nothing; is the boat in the garden? = no; where is the fish? = nothing
test: three is a number. six is a number. six birds are in the tree. => three is number; six is number; birds in tree; birds is six; three = 3; six = 6 | where are the birds? = tree; how many birds are in the tree? = 6; is six a number? = yes; is three a number? = yes; what is in the tree? = birds; is six a color? = no; are the birds in the cage? = no; where are the cats? = nothing
test: the bird and the cat are in the tree. the coin and the key are in the purse. the bag and the box are red. => bird in tree; cat in tree; coin in purse; key in purse; bag is red; box is red | what is in the tree? = bird, cat; what is in the purse? = coin, key; what is red? = bag, box; where is the cat? = tree; where is the key? = purse; is the bird red? = no; what color is the box? = red; is the coin in the tree? = no
test: green is a color. the leaf is green. the hat is blue. the pen is in the cup. => green is color; leaf is green; hat is blue; pen in cup | the color of the leaf is = green; the hat is = blue; the color of the hat is = blue; the pen is in the = cup; what color is the leaf? = green; where is the pen? = cup; what is blue? = hat; is the leaf blue? = no
test: ann had a doll. the doll is old. the day is in the month. the work is in the album. => ann owns doll; doll is old; day in month; work in album | ann had a = doll; the doll is = old; what is in the month? = day; what is in the album? = work; who had the doll? = ann; what is old? = doll; where is the day? = month; where is the work? = album
test: ben likes ann. the dog chased the ball. ann likes tom and ben. => ben likes ann; dog chased ball; ann likes tom; ann likes ben | who likes ann? = ben; who chased the ball? = dog; who likes ben? = ann; who likes tom? = ann; who chased the dog? = nothing; who likes the ball? = nothing; who chased ann? = nothing; who likes the dog? = nothing
test: ann likes tom and tom likes ben. five birds are in the tree. => ann likes tom; tom likes ben; birds in tree; birds is five; five = 5 | who likes ben? = tom; who likes tom? = ann; how many birds are in the tree? = 5; where are the birds? = tree; who likes ann? = nothing; what is in the tree? = birds; who chased tom? = nothing; are the birds in the park? = no
test: six dogs are in the garden. ten cats are in the room. => dogs in garden; dogs is six; six = 6; cats in room; cats is ten; ten = 10 | how many dogs are in the garden? = 6; how many cats are in the room? = 10; where are the dogs? = garden; where are the cats? = room; what is in the garden? = dogs; what is in the room? = cats; are the cats in the garden? = no; where are the birds? = nothing
test: 2 + 1 = sum . 3 * 3 = result . => sum = 3; 1 = 1; 2 = 2; result = 9; 3 = 3 | what is the sum? = 3; what is the result? = 9
test: three + one = sum . 5 - 2 = result . => sum = 4; three = 3; one = 1; result = 3; 5 = 5; 2 = 2 | what is the sum? = 4; what is the result? = 3
test: seven + three = sum . 4 * 3 = result . => sum = 10; seven = 7; three = 3; result = 12; 4 = 4 | what is the sum? = 10; what is the result? = 12
# A turn typed as a person types, without its marks: the settled part is the statements and the
# open tail, read as a question, must draw the answer. Which word ends the statement and begins
# the question is for the reader to learn: a question word settles and carries into the next
# sentence when settle is its strongest behavior and its question behavior is strong beside it.
turn: three cats are in a box where are the cats {eom} => cats in box; cats is three; three = 3 | box
turn: the dog is in the garden where is the dog {eom} => dog in garden | garden
turn: tom likes ann who likes ann {eom} => tom likes ann | tom
turn: the key is in the box what is in the box {eom} => key in box | key
turn: the ball is in the bag where is the ball {eom} => ball in bag | bag
turn: the book is in the car where is the book {eom} => book in car | car
turn: ben likes kim who likes kim {eom} => ben likes kim | ben
turn: the dog chased the cat who chased the cat {eom} => dog chased cat | dog
turn: two dogs are in the park how many dogs are in the park {eom} => dogs in park; dogs is two; two = 2 | 2
turn: i have three dogs how many dogs do i have {eom} => i owns dogs; dogs is three; three = 3 | 3
turn: we have five pens how many pens do we have {eom} => we owns pens; pens is five; five = 5 | 5
turn: i have 6 birds how many birds do i have {eom} => i owns birds; birds is 6; 6 = 6 | 6
turn: we have 3 keys how many keys do we have {eom} => we owns keys; keys is 3; 3 = 3 | 3
turn: 2 + 4 = sum what is the sum {eom} => sum = 6; 2 = 2; 4 = 4 | 6
turn: 6 + 1 = sum what is the sum {eom} => sum = 7; 6 = 6; 1 = 1 | 7
test: turn: the cat is in the house where is the cat {eom} => cat in house | house
test: turn: ann likes tom who likes tom {eom} => ann likes tom | ann
test: turn: the pen is in the bag what is in the bag {eom} => pen in bag | pen
test: turn: the lamp is red what color is the lamp {eom} => lamp is red | red
test: turn: we have two keys how many keys do we have {eom} => we owns keys; keys is two; two = 2 | 2
test: turn: i have 9 cats how many cats do i have {eom} => i owns cats; cats is 9; 9 = 9 | 9
test: turn: i have a bird my bird is blue what color is my bird {eom} => i owns bird; bird is blue | blue
test: turn: 5 + 3 = sum what is the sum {eom} => sum = 8; 5 = 5; 3 = 3 | 8
test: turn: 6 * 7 = {eom} => | 42
test: turn: 10 / 2 = {eom} => | 5
test: turn: ( 4 + 4 ) * 2 = {eom} => | 16
test: the cup is blue. i have four birds. i am in the kitchen. => cup is blue; i owns birds; birds is four; four = 4; i in kitchen | what color is the cup? = blue; how many birds do i have? = 4; where am i? = kitchen; what do i have? = birds; what is blue? = cup; what is in the kitchen? = i; is the cup in the kitchen? = no; who has the birds? = i
test: the cat, the dog and the bird are in the garden. i am ben. yesterday ann went to the school. => cat in garden; dog in garden; bird in garden; i is ben; ann in school | what is in the garden? = bird, cat, dog; who am i? = ben; where is ann? = school; where is the dog? = garden; where is the bird? = garden; what is in the school? = ann; is the cat in the school? = no; where is tom? = nothing
test: the dog and the bird chased the cat. the key is in the small bag. you are in the park. => dog chased cat; bird chased cat; key in bag; bag is small; you in park | who chased the cat? = bird, dog; what is small? = bag; where are you? = park; where is the key? = bag; what is in the bag? = key; what is in the park? = you; who chased the key? = nothing; is the bag in the park? = no
test: 7 birds are in the tree. i have a cat. my cat is white. the pen is in the cup which is on the desk. => birds in tree; birds is 7; 7 = 7; i owns cat; cat is white; pen in cup; cup in desk | how many birds are in the tree? = 7; what color is my cat? = white; where is the cup? = desk; where are the birds? = tree; what do i have? = cat; where is the pen? = cup; what is white? = cat; is the cup white? = no
test: 5 + 2 = sum . 7 * 3 = result . => sum = 7; 5 = 5; 2 = 2; result = 21; 7 = 7; 3 = 3 | what is the sum? = 7; what is the result? = 21
test: 9 / 3 = result . 6 + 2 = sum . => result = 3; 9 = 9; 3 = 3; sum = 8; 6 = 6; 2 = 2 | what is the result? = 3; what is the sum? = 8
test: 10 - 4 = result . 1 + 5 = sum . => result = 6; 10 = 10; 4 = 4; sum = 6; 1 = 1; 5 = 5 | what is the result? = 6; what is the sum? = 6
test: ( 1 + 2 ) * 3 = result . 4 + 3 = sum . => result = 9; 1 = 1; 2 = 2; 3 = 3; sum = 7; 4 = 4 | what is the result? = 9; what is the sum? = 7
test: 1 + 2 * 3 = result . 2 + 5 = sum . => result = 7; 1 = 1; 2 = 2; 3 = 3; sum = 7; 5 = 5 | what is the result? = 7; what is the sum? = 7
test: ben went to the house with his cat. a large tree is in the garden. now the dog is in the house. => ben in house; ben owns cat; cat in house; tree in garden; tree is large; dog in house | where is the cat? = house; what is large? = tree; where is the dog? = house; where is ben? = house; who had the cat? = ben; what is in the house? = ben, cat, dog; where is the tree? = garden; is the cat large? = no
test: there are four birds and two cats in the tree. ben is in the park. ann is with him. => birds in tree; cats in tree; birds is four; cats is two; four = 4; two = 2; ben in park; ann in park | how many birds are in the tree? = 4; where is ann? = park; how many cats are in the tree? = 2; where are the birds? = tree; where is ben? = park; what is in the park? = ann, ben; are the cats in the park? = no; where is tom? = nothing
test: you have a cat. your cat is white. ben found the pen. ben wrote a song. => you owns cat; cat is white; ben found pen; ben wrote song | what color is your cat? = white; who found the pen? = ben; who wrote the song? = ben; what do you have? = cat; what is white? = cat; who found the song? = nothing; who wrote the pen? = nothing; is the pen white? = no
test: ben became a farmer. ben is at home. the dog came back to the garden. => ben is farmer; ben in home; dog in garden | what is ben? = farmer; where is ben? = home; where is the dog? = garden; is ben a farmer? = yes; what is in the garden? = dog; is the dog a farmer? = no; is ben in the garden? = no; where is ann? = nothing
test: you like birds. ben lives in rome. the bird sleeps in the tree. => you like birds; ben in rome; bird in tree | what do you like? = birds; where does ben live? = rome; where does the bird sleep? = tree; where is ben? = rome; where is the bird? = tree; what does ben like? = nothing; where does ann live? = nothing; what is in rome? = ben
test: the game is at 6. the song is about love. we like cats. => game in 6; 6 = 6; song about love; we like cats | when is the game? = 6; what is the song about? = love; is the game at 6? = yes; is the game at 5? = no; what is the game about? = nothing; what is the film about? = nothing; when is the party? = nothing; what do we like? = cats
